Postalcode,Borough,Neighborhood,City,City1,City2
M6P,High Park,The Junction,Toronto,"Toronto, Ontario","Toronto, ON"
M9P,Etobicoke,Westmount,Toronto,"Toronto, Ontario","Toronto, ON"
M1R,Scarborough,"Wexford, Maryvale",Toronto,"Toronto, Ontario","Toronto, ON"
M2R,North York,Willowdale,Toronto,"Toronto, Ontario","Toronto, ON"
M4R,North Toronto,Central Toronto North TorontoWest,Toronto,"Toronto, Ontario","Toronto, ON"
M5R,The Annex,"North Midtown, Yorkville",Toronto,"Toronto, Ontario","Toronto, ON"
M6R,Parkdale,Roncesvalles,Toronto,"Toronto, Ontario","Toronto, ON"
M7R,Mississauga,Canada Post Gateway Processing Centre Enclave of L4W,Toronto,"Toronto, Ontario","Toronto, ON"
M9R,Etobicoke,Kingsview Village,Toronto,"Toronto, Ontario","Toronto, ON"
M1S,Scarborough,Agincourt,Toronto,"Toronto, Ontario","Toronto, ON"
M4S,Davisville,Central Toronto Davisville,Toronto,"Toronto, Ontario","Toronto, ON"
M5S,Downtown Toronto,University of Toronto,Toronto,"Toronto, Ontario","Toronto, ON"
M6S,Runnymede,Swansea,Toronto,"Toronto, Ontario","Toronto, ON"
M1T,Scarborough,"Tam O'Shanter, Sullivan",Toronto,"Toronto, Ontario","Toronto, ON"
M4T,Moore Park,Summerhill,Toronto,"Toronto, Ontario","Toronto, ON"
M5T,Downtown Toronto,"Kensington Market, Chinatown, Grange Park",Toronto,"Toronto, Ontario","Toronto, ON"
M1V,Scarborough,"Milliken, Agincourt North, Steeles, L'Amoreaux",Toronto,"Toronto, Ontario","Toronto, ON"
M4V,Summerhill,"Rathnelly, South Hill, Forest Hill, Deer Park",Toronto,"Toronto, Ontario","Toronto, ON"
M5V,Downtown Toronto,"CN Tower, King and Spadina, Railway Lands, Harbourfront, South Niagara, Island airport",Toronto,"Toronto, Ontario","Toronto, ON"
M8V,Etobicoke,"New Toronto, Mimico",Toronto,"Toronto, Ontario","Toronto, ON"
M9V,Etobicoke,"South Steeles, Silverstone, Jamestown, Mount Olive, Beaumond Heights, Thistletown",Toronto,"Toronto, Ontario","Toronto, ON"
M1W,Scarborough,"Steeles, L'Amoreaux",Toronto,"Toronto, Ontario","Toronto, ON"
M4W,Downtown Toronto,Rosedale,Toronto,"Toronto, Ontario","Toronto, ON"
M5W,Downtown Toronto,Stn A PO Boxes25 The Esplanade Enclave of M5E,Toronto,"Toronto, Ontario","Toronto, ON"
M8W,Etobicoke,"Alderwood, Long Branch",Toronto,"Toronto, Ontario","Toronto, ON"
M9W,Etobicoke,"Clairville, Humberwood, Woodbine Downs, Rexdale, Elms",Toronto,"Toronto, Ontario","Toronto, ON"
M1X,Scarborough,Upper Rouge,Toronto,"Toronto, Ontario","Toronto, ON"
M4X,Downtown Toronto,"St. James Town, Cabbagetown",Toronto,"Toronto, Ontario","Toronto, ON"
M5X,Downtown Toronto,"First Canadian Place, Underground city",Toronto,"Toronto, Ontario","Toronto, ON"
M8X,Etobicoke,"The Kingsway, Old Mill",Toronto,"Toronto, Ontario","Toronto, ON"
M4Y,Downtown Toronto,Church and Wellesley,Toronto,"Toronto, Ontario","Toronto, ON"
M7Y,Business reply mail,East TorontoBusiness reply mailProcessing Centre969 Eastern Enclave of M4L,Toronto,"Toronto, Ontario","Toronto, ON"
M8Y,Etobicoke,"Old Mill, Sunnylea, Humber Bay, Mimico, The Queensway",Toronto,"Toronto, Ontario","Toronto, ON"
M8Z,Etobicoke,"Mimico, The Queensway",Toronto,"Toronto, Ontario","Toronto, ON"
V1A,Kimberley,Kimberley,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2A,Penticton,Penticton,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3A,Langley Township,Langley City,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4A,Surrey,Surrey Southwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5A,Burnaby,"Government Road, Lake City, SFU, Burnaby Mountain",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6A,Strathcona & co,"Strathcona, Chinatown, Downtown Eastside",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7A,Richmond,Richmond South,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8A,Powell River,Powell River,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9A,Victoria,"Vic West, Esquimalt, Canadian Forces, MARPAC",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1B,Vernon,Vernon East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2B,Kamloops,Kamloops Northwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3B,Port Coquitlam,Port Coquitlam Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4B,White Rock,White Rock,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5B,Burnaby,"Parkcrest-Aubrey, Ardingley-Sprott",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6B,Downtown & co,"Downtown, Gastown, Harbour Centre, International Village, Victory Square, Yaletown",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7B,Richmond,"Sea Island, YVR",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8B,Squamish,Squamish,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9B,Victoria,"Highlands, Langford, View Royal",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1C,Cranbrook,Cranbrook,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2C,Kamloops,Central and Southeast,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3C,Port Coquitlam,Port Coquitlam South,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4C,Delta,Delta Northeast,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5C,Burnaby,"Heights, Willingdon Heights, West Central Valley",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6C,Waterfront & co,"Waterfront, Coal Harbour, Canada Place",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7C,Richmond,Richmond Northwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8C,Kitimat,Kitimat,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9C,Victoria,"Colwood, Langford, Metchosin",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1E,Salmon Arm,Salmon Arm,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2E,Kamloops,South and West,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3E,Coquitlam,Coquitlam North,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4E,Delta,Delta East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5E,Burnaby,"Lakeview-Mayfield, Richmond Park, Kingsway-Beresford",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6E,West End & co,"West End, Davie Village",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7E,Richmond,Richmond Southwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8E,Whistler,Whistler,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9E,Victoria,"Highlands, Saanich",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1G,Dawson Creek,Dawson Creek,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2G,Williams Lake,Williams Lake,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3G,Abbotsford,Abbotsford East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4G,Delta,East Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5G,Burnaby,"Cascade-Schou, Douglas-Gilpin",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6G,West End & co,"West End, Stanley Park",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7G,North Vancouver (district municipality),North Vancouver  district municipality Outer East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8G,Terrace,Terrace,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9G,Ladysmith,Ladysmith,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1H,Vernon,Vernon West,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2H,Kamloops,Kamloops North,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3H,Port Moody,Port Moody,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5H,Burnaby,"Maywood, Marlborough, Oakalla, Windsor",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6H,Fairview & co,"Fairview, Granville Island, Shaughnessy",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7H,North Vancouver (district municipality),North Vancouver  district municipality Inner East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8H,Cobble Hill,"Mill Bay, Shawnigan Lake",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9H,Campbell River,Outskirts,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1J,Fort St. John,Fort St. John,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2J,Quesnel,Quesnel,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3J,Coquitlam,Coquitlam North,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5J,Burnaby,"Suncrest, Sussex-Nelson, Clinton-Glenwood, Big Bend",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6J,Shaughnessy & co,"Shaughnessy, Kitsilano, Quilchena",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7J,North Vancouver (district municipality),North Vancouver  district municipality East Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8J,Prince Rupert,Prince Rupert,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9J,Courtenay,Northern Outskirts,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1K,Merritt,Merritt,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2K,Prince George,Prince George North,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3K,Coquitlam,Coquitlam South,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4K,Delta,Delta Northwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5K,Hastings-Sunrise,Hastings-Sunrise,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6K,Kitsilano & co,"Kitsilano, Greektown",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7K,North Vancouver (district municipality),North Vancouver  district municipality North Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8K,Salt Spring Island,Salt Spring Island,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9K,Qualicum Beach,Qualicum Beach,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1L,Nelson,Nelson,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2L,Prince George,East Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3L,New Westminster,New Westminster Northeast,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4L,Delta,Delta Southeast,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5L,Grandview-Woodland,Grandview-Woodland,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6L,Arbutus Ridge & co,"Arbutus Ridge, Dunbar-Southlands",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7L,North Vancouver (city),North Vancouver  city South Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8L,Sidney,"North Saanich, YYJ",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9L,Duncan,Duncan,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1M,Langley Township,Langley Township North,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2M,Prince George,West Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3M,New Westminster,Annacis Island,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4M,Delta,Delta Southwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5M,Hastings-Sunrise & co,"Hastings-Sunrise, Renfrew-Collingwood",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6M,Shaughnessy & co,"Shaughnessy, Oakridge, Kerrisdale, Arbutus Ridge",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7M,North Vancouver (city),North Vancouver  city Southwest Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8M,Central Saanich,Central Saanich,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9M,Comox,Comox,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1N,Castlegar,Castlegar,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2N,Prince George,Prince George South,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3N,Burnaby,"Big Bend, Stride Avenue, Edmonds, Cariboo-Armstrong",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4N,Surrey,Surrey Northeast,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5N,Grandview-Woodland & co,"Grandview-Woodland, Kensington-Cedar Cottage",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6N,Kerrisdale & co,"Kerrisdale, Dunbar-Southlands, Musqueam",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7N,North Vancouver (district municipality),North Vancouver  district municipality Northwest Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8N,Victoria,Saanich,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9N,Courtenay,Courtenay Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1P,Kelowna,Kelowna East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2P,Chilliwack,Chilliwack Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4P,Surrey,Surrey South,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5P,Kensington-Cedar Cottage & co,"Kensington-Cedar Cottage, Victoria-Fraserview",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6P,Kerrisdale & co,"Kerrisdale, Oakridge, Marpole",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7P,North Vancouver (city),North Vancouver  city Southwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8P,Victoria,"Saanich, UVic",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9P,Parksville,Parksville,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1R,Trail,Trail,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2R,Chilliwack,Chilliwack West,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3R,Surrey,Surrey North,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4R,Maple Ridge,Maple Ridge Northwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5R,Renfrew-Collingwood,Renfrew-Collingwood,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6R,Kitsilano & co,"Kitsilano, West Point Grey, Jericho",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7R,North Vancouver (district municipality),North Vancouver  district municipality Northwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8R,Victoria,"Oak Bay, Fernwood, Jubilee, Jubilee, Oaklands",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9R,Nanaimo,Nanaimo South,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1S,Kamloops,Kamloops Southwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2S,Abbotsford,Abbotsford Southeast,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3S,Surrey,Upper East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4S,Mission,Mission West,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5S,Killarney,Killarney,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6S,Dunbar-Southlands & co,"Dunbar-Southlands, Chaldecutt, University Endowment Lands",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7S,West Vancouver,West Vancouver North,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8S,Victoria,"Oak Bay, Fairfield, Gonzales, Fernwood, Rockland",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9S,Nanaimo,Nanaimo Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1T,Vernon,Vernon Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2T,Abbotsford,Abbotsford Southwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3T,Surrey,Inner Northwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4T,West Kelowna,Westbank,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5T,Mount Pleasant,Mount Pleasant,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6T,UBC,UBC,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7T,West Vancouver,West Vancouver Southeast,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8T,Victoria,"Burnside, Hillside-Quadra, North Park, West Oaklands, Rock Bay",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9T,Nanaimo,Wellington,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1V,Kelowna,Kelowna North,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2V,Mission,Mission East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3V,Surrey,Outer Northwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4V,Winfield,Winfield,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5V,Kensington-Cedar Cottage & co,"Kensington-Cedar Cottage, Riley Park",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6V,Richmond,Richmond Northeast,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7V,West Vancouver,West Vancouver South,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8V,Victoria,"Cook Street Village, Fairfield, Harris Green, Humboldt Valley, James Bay",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9V,Nanaimo,Nanaimo Northwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1W,Kelowna,Kelowna Southwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2W,Maple Ridge,Maple Ridge East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3W,Surrey,Upper West,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4W,Langley Township,Langley Township East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5W,Riley Park & co,"Riley Park, Kensington-Cedar Cottage, Oakridge, Sunset",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6W,Richmond,Richmond Southeast,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7W,West Vancouver,West Vancouver West,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8W,Victoria,"Downtown, Chinatown",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9W,Campbell River,Campbell River Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1X,Kelowna,East Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2X,Maple Ridge,Maple Ridge West,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3X,Surrey,Lower West,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4X,Abbotsford,Abbotsford West,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5X,Oakridge & co,"Oakridge, Marpole, Sunset",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6X,Richmond,Richmond North,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7X,Bentall Centre,Bentall Centre,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8X,Victoria,Saanich,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9X,Nanaimo,Cedar,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1Y,Kelowna,Kelowna Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2Y,Langley Township,Langley Township Northwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3Y,Pitt Meadows,Pitt Meadows,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4Y,Armstrong,"[3], Spallumcheen, Enderby",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5Y,Mount Pleasant & co,"Mount Pleasant, Riley Park",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6Y,Richmond,Richmond Central,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7Y,Pacific Centre,Pacific Centre,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8Y,Victoria,Saanich,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9Y,Port Alberni,Port Alberni,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V1Z,West Kelowna,West Kelowna East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V2Z,Langley Township,Langley Township Southwest,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V3Z,Surrey,Lower East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V4Z,Chilliwack,Chilliwack East,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V5Z,Fairview & co,"Fairview, South Cambie",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V6Z,Downtown,Downtown,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V7Z,Sechelt,Halfmoon Bay,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V8Z,Victoria,Saanich,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V9Z,Sooke,Sooke,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0A,Golden,"Brisco, Edgewater, Field, Golden, Harrogate, Invermere, Parson, Radium Hot Springs, Spillimacheen, Panorama",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0B,Boswell,"Canal Flats, Canyon, Crawford Bay, Creston, Elkford, Erickson, Fairmont Hot Springs, Fernie, Fort Steele, Grasmere, Gray Creek, Jaffray, Kingsgate, Kitchener, Kootenay Bay, Moyie, Riondel, Sirdar, Skookumchuck, Sparwood, Ta Ta Creek, Wardner, Wasa, Windermere, Wynndel, Yahk, Creston",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0C,Arras,"Baldonnel, Jade City, Cecil Lake, Charlie Lake, Chetwynd, Clayhurst, Dease Lake, Farmington, Fort Nelson, Goodlow, Groundbirch, Hudson's Hope, Lower Post, Moberly Lake, Montney, Muncho Lake, North Pine, Pink Mountain, Pouce Coupe, Progress, Rolla, Rose Prairie, Sunset Prairie, Taylor, Tomslake, Wonowon, Buick, Prespatou, Altona, Prophet River, Tumbler Ridge, Toad River, Good Hope Lake",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0E,Avola,"Barriere, Blind Bay, Blue River, Canoe, Chase, Clearwater, Darfield, Douglas Lake, Eagle Bay, Falkland, Grindrod, Heffley Creek, Knutsford, Little Fort, Louis Creek, Lumby, McLure, Malakwa, Mara, Mica Creek, Monte Creek, Monte Lake, Pritchard, Quilchena, Revelstoke, Sicamous, Sorrento, Tappen, Valemount, Vavenby, Westwold, Pinantan Lake, Scotch Creek, Revelstoke, Sorrento, Clearwater, Sun Peaks",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0G,Ainsworth Hot Springs,"Argenta, Balfour, Burton, Genelle, Crescent Valley, Edgewood, Fauquier, Fruitvale, Kaslo, Meadow Creek, Montrose, Nakusp, New Denver, Procter, Robson, Rossland, Salmo, Silverton, Slocan, Slocan Park, South Slocan, Winlaw, Ymir",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0H,Beaverdell,"Bridesville, Christina Lake, Grand Forks, Greenwood, Kaleden, Midway, Naramata, Okanagan Falls, Oliver, Osoyoos, Peachland, Rock Creek, Summerland, Westbridge, Osoyoos, Grand Forks",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0J,Aiyansh,"Burns Lake, Cedarvale, Dome Creek, Dunster, Iskut, Endako, Fort Fraser, Fort St. James, Francois Lake, Fraser Lake, Germansen Landing, Granisle, Lax̱g̱altsʼap, Hazelton, Houston, Kitwanga, Longworth, Mackenzie, McBride, McLeod Lake, Manson Creek, New Hazelton, Penny, Smithers, Southbank, Summit Lake, Takla Landing, Telegraph Creek, Telkwa, Topley, Upper Fraser, Vanderhoof, Ware, Willow River, Crescent Spur, Bear Lake, Nass Camp, Sinclair Mills, Tsay Keh Dene, Meziadin Lake, Gitwinksihlkw, Smithers",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0K,Lone Butte,"Ashcroft, Barkerville, Boston Bar, Bridge Lake, Buffalo Creek, Cache Creek, Canim Lake, Clinton, Eagle Creek, Forest Grove, Gang Ranch, Gold Bridge, Hixon, Lac La Hache, Lillooet, Logan Lake, Lone Butte, Lower Nicola, Lytton, 100 Mile House, 150 Mile House, Pavilion, Savona, 70 Mile House, Spences Bridge, Walhachin, Wells, Yale, 108 Mile Ranch",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0L,Alexis Creek,"Alkali Lake, Anahim Lake, Big Lake Ranch, Chilanko Forks, Dog Creek, Hanceville, Horsefly, Kleena Kleene, Likely, McLeese Lake, Nimpo Lake, Redstone, Riske Creek, Tatla Lake, Tatlayoko Lake, Nemaiah Valley",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0M,Agassiz,"Deroche, Dewdney, Harrison Hot Springs, Harrison Mills, Lake Errock",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0N,Alert Bay,"Whistler, Blubber Bay, Bowen Island, Brackendale, Britannia Beach, Coal Harbour, D'Arcy, Dawsons Landing, Egmont, Galiano Island, Garden Bay, Garibaldi Highlands, Gibsons, Gillies Bay, Holberg, Kingcome Inlet, Lions Bay, Lund, Madeira Park, Pender Harbour, Mayne Island, Mount Currie, Pemberton, Pender Island, Port Alice, Port Hardy, Port McNeill, Port Mellon, Quatsino, Roberts Creek, Saturna, Sechelt, Seton Portage, Shalalth, Sointula, Telegraph Cove, Van Anda, Winter Harbour, Woss, Gibsons, Furry Creek",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0P,Blind Channel,"Gold River, Heriot Bay, Kyuquot, Mansons Landing, Minstrel Island, Quathiaski Cove, Refuge Cove, Sayward, Simoom Sound, Squirrel Cove, Stuart Island, Surge Narrows, Tahsis, Whaletown, Zeballos",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0R,Ahousat,"Bamfield, Bowser, Cassidy, Chemainus, Coombs, Cowichan Bay, Crofton, Cumberland, Denman Island, Errington, Fanny Bay, Gabriola, Honeymoon Bay, Hornby Island, Kildonan, Koksilah, Lake Cowichan, Lantzville, Lasqueti, Lazo, Malahat, Merville, Mesachie Lake, Royston, Thetis Island, Tofino, Ucluelet, Union Bay, Westholme, Youbou, Chemainus, Penelakut Island",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0S,Port Renfrew,Port Renfrew,Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0T,Denny Island,"Bella Coola, Hagensborg, Klemtu, Masset, Ocean Falls, Port Clements, Daajing Giids, Sandspit, Stewart, Tlell, Bella Bella, Haisla",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0V,Hartley Bay,"Kincolith, Kitkatla, Oona River, Port Edward, Lax Kw'alaams",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0W,Fraser,"Atlin, Atlin",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
V0X,Cawston,"Coalmont, Hedley, Hope, Keremeos, East Gate, Princeton, Rosedale, Tulameen, Princeton",Vancouver,"Vancouver, British Columbia","Vancouver, BC"
75001,Le Louvre,"Saint-Germain-l'Auxerrois, Les Halles, Le Palais-Royal, La Place-Vendôme",Paris,"Paris, France","Paris, France"
